ObjectId,Country,ISO2,ISO3,Indicator,Technology,Energy_Type,Unit,Source,CTS_Name,CTS_Code,CTS_Full_Descriptor,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023
1,Advanced Economies,,AETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",109628.668,106082.875,115399.651,122991.148,134882.703,150757.179,160685.614,169043.661,177258.779,182491.37,200345.451,207450.183,223861.248,238487.933,250919.577,263542.75,274561.81,281658.673,286653.446,292379.608,294178.354,306827.472,297837.826,
47,American Samoa,AS,ASM,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,2.416,2.416,2.416,2.416,3.92,4.27,5.16,4.81,4.81,4.81,4.81,4.81
48,Americas,,AMETMP,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",79020.166,76577.5,82104.644,83650.779,86226.642,89214.952,89828.498,95071.969,95686.296,100543.651,112260.837,116187.386,123079.006,133553.284,142846.173,146756.579,151302.3,152789.004,153638.923,150419.083,150156.023,147276.303,141712.755,
49,Americas,,AMETMP,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",12981.881,14830.146,14788.998,15249.129,15879.342,16503.754,16984.713,18486.054,19687.193,20893.248,23555.671,24959.549,27203.096,30883.4,31978.909,33599.342,34833.909,35528.606,35772.119,35621.05,35967.264,36023.403,36696.397,37416.802
50,Americas,,AMETMP,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",3424363.012,3339919.642,3430721.282,3496296.451,3578603.724,3702557.52,3684083.282,3785268.377,3792317.898,3568825.99,3787185.672,3706408.57,3746121.532,3757776.836,3780448.662,3774466.45,3673462.898,3515644.786,3650852.279,3546769.594,3325657.053,3515608.548,3451791.798,
51,Americas,,AMETMP,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",749273.608,743744.593,825220.324,875797.953,891512.015,906539.968,914667.143,922840.387,933493.601,945330.103,959651.1682,969288.2072,968504.25,971876.37,975361.53,961132.032,961493.743,963085.8756,973373.916,968026.719,965497.402,970080.484,962012.376,960213.415
52,Americas,,AMETMP,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",1196968.616,1066738.257,1183854.807,1200683.985,1225786.447,1284124.717,1324292.447,1315842.217,1348308.094,1363614.122,1345294.754,1470845.914,1413660.846,1396510.912,1364663.779,1331358.256,1367854.502,1434240.544,1432280.677,1402107.425,1398119.862,1342415.475,1433611.076,
53,Americas,,AMETMP,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",269509.824,271922.724,276780.799,281343.392,284777.881,288564.548,293330.507,299174.635,300880.582,303357.764,310704.153,314881.733,317517.571,320211.034,326473.268,334594.106,347180.534,351614.574,357900.737,363298.322,364166.864,365745.845,368005.195,368784.204
54,Americas,,AMETMP,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",727.517,807.139,854.011,874.396,997.112,1154.369,1329.256,1720.792,2159.746,2666.95,4314.504,7009.399,11489.602,18002.873,29367.368,41717.569,59063.849,83297.361,103270.123,127825.362,159240.383,207431.758,271125.444,
55,Americas,,AMETMP,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",612.005,620.312,667.058,707.522,780.197,926.183,1136.655,1488.647,1680.604,2229.268,3739.363,6449.32,9921.004,15107.415,21142.846,29307.484,41831.814,53538.997,66078.397,82959.151,104221.53,134379.79,167799.418,210158.364
56,Americas,,AMETMP,Electricity Generation,Wind energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",6170.804,7528.953,11392.445,12628.882,15854.152,20045.982,30024.25,39070.742,61454.946,83560.412,108573.902,137064.422,165113.819,202771.76,231482.937,259906.473,315964.013,355313.944,387969.049,426663.214,482465.404,545886.654,614576.339,
57,Americas,,AMETMP,Electricity Installed Capacity,Wind energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",2577.7,4123.966,4710.866,6466.956,7086.366,9568.776,13238.506,18879.581,27684.11,39091.924,45314.218,53817.828,70521.862,73671.218,84149.461,98419.113,111934.845,121581.736,132522.749,146229.182,165368.268,185939.267,200078.499,214306.944
58,"Andorra, Principality of",AD,AND,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,1,1,4,19,15.7,19,12.7,12.3,11.676,12.904,13.392,13.809,14.161,17,20.511,21.544,19.833,16.897,18.765,
59,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
60,"Andorra, Principality of",AD,AND,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,,,0.902,4.231,5.072,5.576,3.817,6.993,5.531,
61,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,,,2,1.7,1.7,1.7,1.7,1.7,1.7,1.7
62,"Andorra, Principality of",AD,AND,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",80,80,80,80,93,84,70,57,63,62,100,78.9,76.182,101.779,113.416,85.671,84.355,85.099,114.358,136.617,121.398,78.827,67.198,
63,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",30,30,30,30,30,30,30,30,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
64,"Andorra, Principality of",AD,AND,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,0.199,0.242,0.261,0.508,0.561,0.723,0.938,1.259,1.595,
65,"Andorra, Principality of",AD,AND,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,0.186,0.226,0.244,0.489,1.09,1.989,3.084,4.352,4.352,4.352
66,Angola,AO,AGO,Electricity Generation,Bioenergy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,,36,42,155,200,200,200,200,200,200,
67,Angola,AO,AGO,Electricity Installed Capacity,Bioenergy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,,51,51,51,51,51,51,51,51,51,51
68,Angola,AO,AGO,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",303.649,357.588,357.588,427.866,300.432,260.154,543.322,470.655,529.433,1102.322,1241.107,1853.411,2849.618,4273.175,5569.787,5886.201,5810.799,4996.163,4412.673,4755.913,3391.013,4922.602,4475.235,
69,Angola,AO,AGO,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",149.6,197.6,197.6,197.6,199.6,199.6,200.616,230.616,232.716,232.716,388.716,544.016,831.516,1204.216,1318.716,1376.716,1384.716,2337.056,2337.056,2357.056,2357.056,2357.056,2357.056,2357.056
70,Angola,AO,AGO,Electricity Generation,Hydropower (excl. Pumped Storage),Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",900.29,1010.274,1130.254,1230.578,1730.338,2200.298,2540.269,2880.211,3182.131,3335.601,3685.589,4042.915,3839.829,3638.555,5039.928,5039.928,6286.126,8844.173,11322.922,12562.297,13801.672,13801.672,13801.672,
71,Angola,AO,AGO,Electricity Installed Capacity,Hydropower (excl. Pumped Storage),Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",235.579,235.579,235.579,235.579,495.579,495.579,495.579,755.579,787.579,787.579,787.579,787.579,873.179,953.179,969.179,969.179,1700.439,2393.279,3061.279,3395.279,3729.279,3729.279,3729.279,3729.279
72,Angola,AO,AGO,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,,0.03,0.455,0.455,0.466,0.602,0.62,1.939,1.95,2.047,405.353,
73,Angola,AO,AGO,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,,0.021,0.32,0.32,0.328,0.424,0.437,1.366,1.374,1.441,285.46,310.46
74,Anguilla,AI,AIA,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",45.8,53.606,55.2,58.388,62,72.041,76.507,88.999,89.502,91.223,98.569,95.391,89.475,88.562,89.503,92.264,102.024,100.268,100.515,105.812,105.812,105.812,105.812,
75,Anguilla,AI,AIA,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",11.425,17.717,17.717,17.717,17.717,19.317,27.117,27.117,27.117,27.117,27.117,27.117,27.117,27.117,27.117,27.117,27.117,27.117,23.8,23.8,23.8,23.8,23.8,23.8
76,Anguilla,AI,AIA,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,,,,0.08,0.107,0.901,1.503,2.473,2.371,2.039,2.683,3.815,3.815,3.815,
77,Anguilla,AI,AIA,Electricity Installed Capacity,Solar energy,Total Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",,,,,,,,,,,,,0.062,0.062,1.172,1.172,2.272,2.272,1.172,1.542,1.542,1.542,1.542,1.542
78,Antigua and Barbuda,AG,ATG,Electricity Generation,Fossil fuels,Total Non-Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",150,171,191,211,221,243,258,285.4,296,327.4,329.5,329,330,330,336,340,344,344,352.378,358.088,326.159,336.216,336.216,
79,Antigua and Barbuda,AG,ATG,Electricity Installed Capacity,Fossil fuels,Total Non-Renewable,Megawatt (MW),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Installed Capacity,ECNEC,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Installed Capacity",27,32,37,37,55,55,55,55,55,55,55,85,85,119,119,119,81,81,72.7,80.2,75,62.55,62.55,103.35
80,Antigua and Barbuda,AG,ATG,Electricity Generation,Solar energy,Total Renewable,Gigawatt-hours (GWh),"International Renewable Energy Agency (IRENA) (2022), Renewable Energy Statistics 2022, https://pxweb.irena.org/pxweb/en/IRENASTAT. Accessed on 2023-07-25; IMF Staff Calculations.",Electricity Generation,ECNEG,"Environment, Climate Change, Mitigation, Renewable Energy, Electricity Generation",,,,,,,,,,0.158,0.158,0.473,0.473,0.63,0.63,5.355,5.45,6.47,10.25,13.715,16.983,21.826,23.411,
